167.34	53.46	344	4	15453.8891	10691.5643	Field-A
136.65	27.2	135	-52	10795.9289	6596.7663	Field-B1
139.15	27.75	169	48	13122.9669	8268.9127	Field-B2
-57.55	-52.1	290	53	11918.3788	11658.7976	Field-C
130.4	9.95	2919	83	49636.145	33186.924	Plain-A
146.65	59.25	10225	68	52502.2673	26783.2342	Plain-B
136.05	20.75	3460	65	44330.2175	36840.2519	Plain-C
