agebin 5th Median 95th
847.0 0.0 0.0 0.00021514730772
846.0 0.0 0.0 0.000215924437818
845.0 0.0 0.0 0.000216759874396
844.0 0.0 0.0 0.000217218147139
843.0 0.0 0.0 0.000217881777604
842.0 0.0 0.0 0.000218333721703
841.0 0.0 0.0 0.00021879238131
840.0 0.0 0.0 0.000219656947018
839.0 0.0 0.0 0.000220714035868
838.0 0.0 0.0 0.000221541071218
837.0 0.0 0.0 0.000222102327883
836.0 0.0 0.0 0.000222008844425
835.0 0.0 0.0 0.000222582236964
834.0 0.0 0.0 0.000222776867527
833.0 0.0 0.0 0.00022346645606
832.0 0.0 0.0 0.000224033939019
831.0 0.0 0.0 0.000224222397884
830.0 0.0 0.0 0.000224707873994
829.0 0.0 0.0 0.000224795326748
828.0 0.0 0.0 0.00022528109679
827.0 0.0 0.0 0.000226087347251
826.0 0.0 0.0 0.000226593693029
825.0 0.0 0.0 0.000227461880658
824.0 0.0 0.0 0.000228330756028
823.0 0.0 0.0 0.000229115171272
822.0 0.0 0.0 0.000229671576148
821.0 0.0 0.0 0.000230155197193
820.0 0.0 0.0 0.000231040786904
819.0 0.0 0.0 0.000231639251202
818.0 0.0 0.0 0.000231952856718
817.0 0.0 0.0 0.000232897398529
816.0 0.0 0.0 0.000233553296216
815.0 0.0 0.0 0.00023435500094
814.0 0.0 0.0 0.000235031306626
813.0 0.0 0.0 0.000235505540901
812.0 0.0 0.0 0.000236318292613
811.0 0.0 0.0 0.000236860764711
810.0 0.0 0.0 0.000237625723035
809.0 0.0 0.0 0.000238521957338
808.0 0.0 0.0 0.000239272998497
807.0 0.0 0.0 0.000239785081383
806.0 0.0 0.0 0.000240495365279
805.0 0.0 0.0 0.000240961973254
804.0 0.0 0.0 0.000241863071904
803.0 0.0 0.0 0.000242807659226
802.0 0.0 0.0 0.000243540336608
801.0 0.0 0.0 0.000243962223848
800.0 0.0 0.0 0.000244285417534
799.0 0.0 0.0 0.000244883462237
798.0 0.0 0.0 0.000245558829804
797.0 0.0 0.0 0.000246184594107
796.0 0.0 0.0 0.00024686171731
795.0 0.0 0.0 0.000247726508541
794.0 0.0 0.0 0.000248600519556
793.0 0.0 0.0 0.000248980198154
792.0 0.0 0.0 0.000249687754358
791.0 0.0 0.0 0.000250232454308
790.0 0.0 0.0 0.000250586352006
789.0 0.0 0.0 0.000250903413064
788.0 0.0 0.0 0.000251550688532
787.0 0.0 0.0 0.000252054233181
786.0 0.0 0.0 0.000252596082126
785.0 0.0 0.0 0.000253453646012
784.0 0.0 0.0 0.000253828844769
783.0 0.0 0.0 0.000254316215368
782.0 0.0 0.0 0.000254977354079
781.0 0.0 0.0 0.00025578665417
780.0 0.0 0.0 0.000256227192238
779.0 0.0 0.0 0.000256993503247
778.0 0.0 0.0 0.000257711828853
777.0 0.0 0.0 0.000258414711088
776.0 0.0 0.0 0.000259406622087
775.0 0.0 0.0 0.000259954932136
774.0 0.0 0.0 0.000260329069412
773.0 0.0 0.0 0.000260843850753
772.0 0.0 0.0 0.000261582636605
771.0 0.0 0.0 0.000261993985225
770.0 0.0 0.0 0.000262377855279
769.0 0.0 0.0 0.000262922457996
768.0 0.0 0.0 0.000263922725859
767.0 0.0 0.0 0.000264456057965
766.0 0.0 0.0 0.000265071284928
765.0 0.0 0.0 0.000265695936583
764.0 0.0 0.0 0.000266698995285
763.0 0.0 0.0 0.000267398676191
762.0 0.0 0.0 0.000267962337679
761.0 0.0 0.0 0.000268630990649
760.0 0.0 0.0 0.000269039574559
759.0 0.0 0.0 0.000269824598146
758.0 0.0 0.0 0.000270225186806
757.0 0.0 0.0 0.000271006905654
756.0 0.0 0.0 0.000271451728542
755.0 0.0 0.0 0.00027191491438
754.0 0.0 0.0 0.00027278354656
753.0 0.0 0.0 0.000273517420545
752.0 0.0 0.0 0.000274851825776
751.0 0.0 0.0 0.000275995308213
750.0 0.0 0.0 0.000276856106314
749.0 0.0 0.0 0.000277586133262
748.0 0.0 0.0 0.000278362005399
747.0 0.0 0.0 0.000279644323485
746.0 0.0 0.0 0.00028036970695
745.0 0.0 0.0 0.000281349007716
744.0 0.0 0.0 0.000282063735459
743.0 0.0 0.0 0.000282640028245
742.0 0.0 0.0 0.000283100625351
741.0 0.0 0.0 0.000283950665255
740.0 0.0 0.0 0.000284423468796
739.0 0.0 0.0 0.000284732104372
738.0 0.0 0.0 0.00028549280027
737.0 0.0 0.0 0.000286467844609
736.0 0.0 0.0 0.000286927363541
735.0 0.0 0.0 0.000287667894865
734.0 0.0 0.0 0.000288339448967
733.0 0.0 0.0 0.000288964163149
732.0 0.0 0.0 0.000289721846293
731.0 0.0 0.0 0.000290706863555
730.0 0.0 0.0 0.000291366858712
729.0 0.0 0.0 0.000292080436511
728.0 0.0 0.0 0.000293014570652
727.0 0.0 0.0 0.000293631690862
726.0 0.0 0.0 0.000294393087622
725.0 0.0 0.0 0.000294779620965
724.0 0.0 0.0 0.00029556099423
723.0 0.0 0.0 0.000296281511072
722.0 0.0 0.0 0.000296877045195
721.0 0.0 0.0 0.000297769532314
720.0 0.0 0.0 0.000298416651799
719.0 0.0 0.0 0.000299199802434
718.0 0.0 0.0 0.000300258384899
717.0 0.0 0.0 0.000301230389692
716.0 0.0 0.0 0.000301854848544
715.0 0.0 0.0 0.000302933005371
714.0 0.0 0.0 0.000303596982193
713.0 0.0 0.0 0.000304098489317
712.0 0.0 3.42518737319e-06 0.000304568382606
711.0 0.0 3.73966682978e-06 0.000305406729515
710.0 0.0 3.85513453325e-06 0.000306341619426
709.0 0.0 3.92428461501e-06 0.00030693762409
708.0 0.0 4.00732195365e-06 0.000307957581023
707.0 0.0 4.09703121476e-06 0.000309066176399
706.0 0.0 4.16576251547e-06 0.000309864767676
705.0 0.0 4.23312057108e-06 0.000310775503449
704.0 0.0 4.30969353148e-06 0.000311534392919
703.0 0.0 4.36979286554e-06 0.00031227175759
702.0 0.0 4.42163065013e-06 0.000313367122472
701.0 0.0 4.47719389793e-06 0.000314257701607
700.0 0.0 4.51607445873e-06 0.000315083615178
699.0 0.0 4.55615734552e-06 0.0003159144594
698.0 0.0 4.60663161101e-06 0.000316748915279
697.0 0.0 4.66202045779e-06 0.000317630131165
696.0 0.0 4.71317348719e-06 0.000318637829655
695.0 0.0 4.76079519785e-06 0.000319596005784
694.0 0.0 4.80866882439e-06 0.000320437356362
693.0 0.0 4.84367035814e-06 0.000320967327969
692.0 0.0 4.89063660705e-06 0.000322217481273
691.0 0.0 4.93510298896e-06 0.000323108337959
690.0 0.0 4.98012583163e-06 0.000324207151692
689.0 0.0 5.02076227632e-06 0.000325504390429
688.0 0.0 5.05856316917e-06 0.000326127004887
687.0 0.0 5.09777953146e-06 0.000327481493797
