agebin	5th	Median	95th
147	0.0293435479	0.3201484097	3.9862892226
146	0.0287348085	0.3191760314	3.8984902753
145	0.028324272	0.3164660106	3.7252557004
144	0.0276108371	0.313767261	3.7490464408
143	0.0270514642	0.3082516408	3.6563808599
142	0.0264684877	0.3040139735	3.5147912938
141	0.0260363218	0.3000549467	3.3613723726
140	0.0256419562	0.296915413	3.2624800643
139	0.0251999999	0.2928756882	3.1325096008
138	0.0248654945	0.2894666791	2.955318434
137	0.0245479637	0.2862210168	2.8927392768
136	0.0242331693	0.2830391763	2.6840321159
135	0.024076618	0.2815182894	2.5792674128
134	0.0239201375	0.2790309304	2.4601654483
133	0.0237715438	0.2779778451	2.3437854193
132	0.0237255337	0.2771043714	2.2061941324
131	0.0237050736	0.2775739903	2.1256832875
130	0.0238404908	0.2793037476	2.0641633521
129	0.0241185447	0.2803468747	1.9767193942
128	0.024377491	0.2814671262	1.9004474368
127	0.0247858174	0.2844217065	1.8191746192
126	0.0251884915	0.2876369597	1.7936910554
125	0.0257849433	0.2917130332	1.7416824505
124	0.0263395337	0.296690974	1.7012926211
123	0.0270129289	0.3029882196	1.6755024881
122	0.0277575028	0.3088076443	1.6641387673
121	0.0289627494	0.3167850271	1.6799158501
120	0.0301223527	0.3240100338	1.6649310153
119	0.0314819026	0.3316958105	1.6822908582
118	0.033032477	0.339650987	1.6651768698
117	0.0343484956	0.348403081	1.6803257137
116	0.0358314172	0.3558588094	1.6954341832
115	0.0374417516	0.3634066584	1.7162086792
114	0.0387320309	0.3689003658	1.7393562576
113	0.039670571	0.3732703938	1.7679108755
112	0.0404943108	0.3765291338	1.7747529454
111	0.0410277138	0.3785241975	1.7820578969
110	0.0412280885	0.3792005793	1.774218062
109	0.0408414596	0.3774605287	1.784889828
108	0.0401088217	0.3758394362	1.8063317951
107	0.0387333507	0.3721678586	1.8050338633
106	0.0366705835	0.3659406054	1.7873110181
105	0.0335201312	0.359027177	1.7783550073
104	0.0301228974	0.3501004887	1.7609745197
103	0.0256308994	0.3409051254	1.7570725224
102	0.0200958567	0.3287307784	1.7386911278
101	0.0147980585	0.3145359972	1.7088094489
100	0.0106866389	0.3005452814	1.6927821731
99	0.0078107542	0.284088379	1.6517906437
98	0.0060566635	0.2652452105	1.5869931225
97	0.0048656042	0.2453512648	1.5138142721
96	0.004088175	0.2234234025	1.4433183476
95	0.0035351862	0.2007680732	1.3887170343
94	0.0031356096	0.1734784791	1.2892997338
93	0.0028584405	0.1399093471	1.1852949703
92	0.0026292395	0.1007635215	1.1099461154
91	0.0024455612	0.0745069655	1.01713237
90	0.0022906848	0.0590225308	0.9408447043
89	0	0.0482832029	0.846180983
88	0	0.0402308327	0.764097334
87	0	0.0336869395	0.681680216
86	0	0.0280035181	0.5980297023
85	0	0.0229286823	0.5299845373
84	0	0.0183209765	0.4641254559
83	0	0.0143685651	0.4049720127
82	0	0.0117879055	0.3486226696
81	0	0.0101144918	0.3036849376
80	0	0.0089505802	0.2635587624
79	0	0.0080372496	0.22867905
78	0	0.0072877974	0.1961307899
77	0	0.0067234075	0.1680850107
76	0	0.0062405459	0.1426609967
75	0	0.005847577	0.1187666393
74	0	0.0054773367	0.0953775852
73	0	0.005133457	0.0794313083
72	0	0.004846999	0.069716532
71	0	0.0045995943	0.06227279
70	0	0.0043820178	0.0565557391
69	0	0.0041644389	0.0517206592
68	0	0.0039865193	0.0482497647
67	0	0.0038189917	0.0451457323
66	0	0.0036599829	0.0423548068
65	0	0.0035109812	0.0400458441
64	0	0.0033801405	0.0379425407
63	0	0.0032429481	0.0360294723
62	0	0.0031108159	0.0339291543
61	0	0.0029821951	0.0320204965
60	0	0.002847172	0.0303720002
59	0	0.0027057553	0.0287790434
58	0	0.0025518583	0.0271411705
57	0	0.0023762544	0.025738483
56	0	0	0.0241672389
55	0	0	0.0227681621
54	0	0	0.0213994141
53	0	0	0.0202234771
52	0	0	0.0188785753
51	0	0	0.0174247853
50	0	0	0.0154812726
49	0	0	0.0133462351
48	0	0	0.0111425504
