agebin 5th Median 95th
1000.0 0.00249867137845 0.00300770357299 0.00644669247023
999.0 0.00250179696268 0.00301223352576 0.00646690327647
998.0 0.00250493037629 0.00301677714439 0.00648788152763
997.0 0.00250806817611 0.00302124087079 0.00650899632616
996.0 0.00251106174424 0.00302578268955 0.00652856804984
995.0 0.00251414214127 0.00303029579898 0.00654917939811
994.0 0.00251721376004 0.00303488513743 0.00656955554761
993.0 0.00252036781008 0.00303944037955 0.00659052252579
992.0 0.00252349250508 0.00304401551564 0.00661184566478
991.0 0.00252662835266 0.00304848002087 0.00663355018018
990.0 0.0025297332044 0.00305292341354 0.00665391679531
989.0 0.00253277748924 0.00305747375175 0.00667379867909
988.0 0.00253583079266 0.00306182646743 0.00669282570547
987.0 0.00253893265261 0.00306609423644 0.00671371748014
986.0 0.00254197172172 0.00307048622232 0.00673165476316
985.0 0.00254496231767 0.00307488123569 0.00674982143654
984.0 0.00254801927441 0.0030794638212 0.00676803077888
983.0 0.00255117275156 0.00308386155222 0.00678786494231
982.0 0.00255417394405 0.00308832945105 0.00680754616626
981.0 0.00255701993747 0.00309278030718 0.00682699095877
980.0 0.00256013921031 0.00309691994272 0.00684798432989
979.0 0.00256306892753 0.00310115351523 0.00686517293694
978.0 0.00256599744458 0.00310565569346 0.00688596311698
977.0 0.00256900666865 0.00311011594933 0.00690503672319
976.0 0.00257193444223 0.00311449639673 0.00692327163339
975.0 0.00257490194872 0.00311885867834 0.00694417655394
974.0 0.00257784388471 0.00312324777327 0.00696287147701
973.0 0.00258077121355 0.00312764277452 0.00698245518714
972.0 0.00258378792305 0.0031319478535 0.00700502336136
971.0 0.00258691395074 0.00313626440097 0.00702619594152
970.0 0.00259001366579 0.00314055746757 0.00704450458152
969.0 0.00259298968912 0.00314477603283 0.00706625951296
968.0 0.0025958079451 0.00314896926588 0.00708631812589
967.0 0.00259874286194 0.00315342353084 0.00710696074289
966.0 0.00260176426323 0.00315725158735 0.00712589314702
965.0 0.00260474384578 0.00316167034383 0.00714326525724
964.0 0.00260751100447 0.00316577883411 0.00715607288543
963.0 0.00261041915418 0.00316998632504 0.00717233382717
962.0 0.00261330437249 0.00317445828167 0.00719108453411
961.0 0.00261630056444 0.00317883783708 0.00720825858325
960.0 0.0026191760247 0.00318311591647 0.00722397519113
959.0 0.00262204952469 0.00318734645562 0.00723977273849
958.0 0.00262497666687 0.00319144831648 0.00725828948678
957.0 0.0026279824077 0.00319576416486 0.00727296486551
956.0 0.00263087018101 0.00320004689677 0.00728498962453
955.0 0.00263354660546 0.00320410834529 0.00729500759814
954.0 0.00263638052455 0.00320823287842 0.00731113993694
953.0 0.00263912135092 0.00321216375396 0.0073317317048
952.0 0.00264182838958 0.00321654126995 0.00734786868144
951.0 0.00264434394743 0.00322041001842 0.00736935685447
950.0 0.00264708123031 0.00322456643967 0.00739004942493
949.0 0.00264992144051 0.00322878636157 0.00740863089886
948.0 0.0026525694545 0.00323313658276 0.00742484469713
947.0 0.00265511984225 0.00323722995333 0.00744413242483
946.0 0.00265791589313 0.00324150713064 0.00745726135184
945.0 0.00266079386822 0.00324609096768 0.00747622828454
944.0 0.00266341183996 0.00325000786147 0.00749517164906
943.0 0.00266593715128 0.00325431461796 0.00751032078071
942.0 0.0026686157831 0.00325877119723 0.00751950315863
941.0 0.0026713202581 0.00326286130592 0.00753536540156
940.0 0.00267389830093 0.00326673407344 0.00755010366026
939.0 0.00267661598443 0.00327060195038 0.00756861545489
938.0 0.00267922294352 0.00327426370622 0.00758354307962
937.0 0.00268161497486 0.00327823341686 0.00760085328597
936.0 0.00268418103565 0.00328250843096 0.00762056030652
935.0 0.00268668278561 0.00328688344518 0.00763666011907
934.0 0.00268890947471 0.00329094014358 0.00765501858962
933.0 0.00269174001425 0.00329529488416 0.00767413674808
932.0 0.00269432453581 0.00329969582053 0.00769128807477
931.0 0.00269667912623 0.00330360118117 0.00771284967281
930.0 0.00269911214977 0.00330779964249 0.00772965446995
929.0 0.00270128353671 0.00331139026954 0.0077465105895
928.0 0.00270385749496 0.00331569630015 0.00776208752574
927.0 0.00270611775506 0.00331988501431 0.00778102437366
926.0 0.00270825314508 0.00332409239278 0.00779004724744
925.0 0.00271015343987 0.00332819596158 0.00780746423963
924.0 0.00271233511742 0.00333225636001 0.00781755569294
923.0 0.00271450037267 0.00333632665486 0.00782747248235
922.0 0.0027162648252 0.00334044500355 0.00784163864782
921.0 0.00271826790897 0.00334463122133 0.00786006798303
920.0 0.0027205132077 0.00334863478344 0.00787268351406
919.0 0.0027226465711 0.00335283261217 0.00788520975036
918.0 0.00272477124364 0.00335675646997 0.00789789777417
917.0 0.00272636201793 0.00336047141885 0.0079077495968
916.0 0.00272819855464 0.00336427458409 0.00792156148247
915.0 0.00272995259509 0.00336833533082 0.00794071939417
914.0 0.00273173449354 0.00337264547839 0.00795054565317
913.0 0.00273297459823 0.00337647123314 0.0079660030948
912.0 0.00273438371842 0.0033806631978 0.00797921450521
911.0 0.00273531597738 0.00338396903387 0.00799061162065
910.0 0.00273632346607 0.00338792885988 0.00800040239169
909.0 0.00273696482395 0.00339184386533 0.00801266168272
908.0 0.00273772551867 0.00339573814968 0.0080202483709
907.0 0.00273854231654 0.00339954531964 0.00803434738139
906.0 0.00273933988169 0.00340331144973 0.0080534399493
905.0 0.0027399799543 0.0034073326249 0.00806190405341
904.0 0.00274000409559 0.00341081014367 0.00807307775476
903.0 0.00273985800309 0.0034147937 0.00808677326801
902.0 0.00273978017459 0.00341876809546 0.0080958904048
